,PH_SEQ,In Labor Force?,Unempoyment Status,Received UIB,UIB Amount,Duration of unemployment,Moving Status,Race,Sex,Year,GTCBSA
117238,56786.0,3.0,2.0,1.0,158.0,4.0,0.0,2.0,2.0,2019.0,0.0
117240,56787.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2019.0,0.0
117437,55222.0,3.0,2.0,2.0,0.0,9.0,0.0,1.0,2.0,2019.0,12220.0
117513,55262.0,3.0,2.0,2.0,0.0,99.0,14.0,1.0,1.0,2019.0,12220.0
117585,55286.0,3.0,2.0,2.0,0.0,43.0,0.0,1.0,1.0,2019.0,13820.0
117676,55328.0,3.0,2.0,2.0,0.0,16.0,0.0,2.0,1.0,2019.0,13820.0
117822,55408.0,3.0,2.0,2.0,0.0,8.0,0.0,2.0,2.0,2019.0,13820.0
117846,55420.0,3.0,2.0,2.0,0.0,15.0,3.0,2.0,2.0,2019.0,13820.0
117868,55429.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2019.0,13820.0
118079,55535.0,3.0,2.0,2.0,0.0,25.0,0.0,2.0,1.0,2019.0,13820.0
118114,55553.0,3.0,2.0,2.0,0.0,64.0,0.0,4.0,1.0,2019.0,13820.0
118169,55574.0,4.0,2.0,1.0,12600.0,16.0,0.0,1.0,1.0,2019.0,13820.0
118229,55599.0,3.0,2.0,2.0,0.0,16.0,6.0,1.0,2.0,2019.0,13820.0
118284,55627.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2019.0,13820.0
118303,55638.0,3.0,2.0,2.0,0.0,17.0,0.0,1.0,1.0,2019.0,13820.0
118669,55811.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2019.0,19300.0
119026,56090.0,3.0,2.0,2.0,0.0,47.0,0.0,1.0,1.0,2019.0,26620.0
119048,56098.0,3.0,2.0,2.0,0.0,52.0,4.0,1.0,2.0,2019.0,26620.0
119064,56104.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,2.0,2019.0,26620.0
119108,56130.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,2019.0,26620.0
119121,56137.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2019.0,26620.0
119320,56231.0,3.0,2.0,2.0,0.0,51.0,0.0,1.0,2.0,2019.0,26620.0
119363,56243.0,3.0,2.0,2.0,0.0,35.0,10.0,2.0,2.0,2019.0,26620.0
119382,56254.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2019.0,33660.0
119502,56327.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2019.0,33660.0
119529,56342.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2019.0,33660.0
119542,56349.0,3.0,2.0,2.0,0.0,26.0,0.0,1.0,1.0,2019.0,33660.0
119576,56363.0,3.0,2.0,2.0,0.0,56.0,0.0,1.0,2.0,2019.0,33660.0
119760,56456.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2019.0,33860.0
119919,56527.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2019.0,33860.0
120023,56846.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2019.0,0.0
120029,56849.0,4.0,2.0,1.0,7200.0,1.0,0.0,1.0,2.0,2019.0,0.0
120090,56881.0,3.0,2.0,2.0,0.0,8.0,3.0,2.0,2.0,2019.0,0.0
120148,56913.0,3.0,2.0,1.0,161.0,3.0,0.0,2.0,1.0,2019.0,0.0
120157,56916.0,3.0,2.0,2.0,0.0,99.0,0.0,2.0,2.0,2019.0,0.0
120249,56958.0,3.0,2.0,2.0,0.0,20.0,0.0,1.0,2.0,2019.0,0.0
120338,57004.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2019.0,0.0
120346,57007.0,3.0,2.0,2.0,0.0,7.0,4.0,1.0,1.0,2019.0,0.0
120365,57016.0,3.0,2.0,2.0,0.0,6.0,0.0,2.0,1.0,2019.0,0.0
120380,57021.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2019.0,0.0
120397,57028.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2019.0,0.0
120418,57036.0,3.0,2.0,2.0,0.0,38.0,0.0,2.0,2.0,2019.0,0.0
120427,57039.0,3.0,2.0,2.0,0.0,6.0,0.0,2.0,2.0,2019.0,0.0
120530,57089.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2019.0,0.0
120573,57111.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2019.0,0.0
120580,57115.0,3.0,2.0,2.0,0.0,16.0,0.0,2.0,1.0,2019.0,0.0
120615,57133.0,3.0,2.0,2.0,0.0,12.0,0.0,2.0,1.0,2019.0,0.0
120667,57160.0,3.0,2.0,2.0,0.0,8.0,0.0,2.0,2.0,2019.0,0.0
120710,57184.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2019.0,0.0
120756,57202.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2019.0,0.0
120850,57249.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,2019.0,0.0
120955,57302.0,3.0,2.0,2.0,0.0,52.0,0.0,2.0,1.0,2019.0,0.0
120983,57319.0,3.0,2.0,2.0,0.0,16.0,0.0,2.0,2.0,2019.0,0.0
121017,57340.0,3.0,2.0,2.0,0.0,56.0,0.0,2.0,2.0,2019.0,0.0
121023,57342.0,3.0,2.0,2.0,0.0,48.0,0.0,2.0,2.0,2019.0,0.0
121090,57385.0,3.0,2.0,2.0,0.0,12.0,0.0,2.0,1.0,2019.0,0.0
121317,57503.0,3.0,2.0,2.0,0.0,6.0,0.0,2.0,2.0,2019.0,0.0
121369,57527.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,2.0,2019.0,0.0
121442,57564.0,3.0,2.0,2.0,0.0,30.0,0.0,2.0,1.0,2019.0,0.0
121478,57578.0,3.0,2.0,2.0,0.0,26.0,0.0,2.0,2.0,2019.0,0.0
121504,57596.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2019.0,0.0
121543,57617.0,3.0,2.0,2.0,0.0,2.0,17.0,2.0,1.0,2019.0,0.0
121632,57656.0,3.0,2.0,2.0,0.0,56.0,0.0,1.0,1.0,2019.0,0.0
121728,57700.0,3.0,2.0,2.0,0.0,11.0,0.0,7.0,2.0,2019.0,0.0
121742,57706.0,3.0,2.0,2.0,0.0,52.0,0.0,2.0,2.0,2019.0,0.0
121807,57736.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2019.0,0.0
121899,57784.0,3.0,2.0,2.0,0.0,52.0,12.0,1.0,2.0,2019.0,0.0
121984,57816.0,4.0,2.0,2.0,0.0,5.0,2.0,1.0,1.0,2019.0,0.0
121985,57817.0,3.0,2.0,2.0,0.0,14.0,0.0,2.0,2.0,2019.0,0.0
122117,58236.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2019.0,0.0
122173,58265.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2019.0,0.0
122196,58273.0,3.0,2.0,2.0,0.0,56.0,0.0,2.0,2.0,2019.0,0.0
122288,58309.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2019.0,0.0
122312,58325.0,3.0,2.0,2.0,0.0,26.0,0.0,2.0,2.0,2019.0,0.0
122340,58341.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2019.0,0.0
122438,58380.0,3.0,2.0,2.0,0.0,52.0,0.0,2.0,2.0,2019.0,0.0
122445,58383.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2019.0,0.0
122454,58530.0,3.0,2.0,2.0,0.0,12.0,3.0,7.0,2.0,2019.0,0.0
122462,58534.0,3.0,2.0,2.0,0.0,12.0,2.0,1.0,2.0,2019.0,0.0
122666,58638.0,3.0,2.0,2.0,0.0,6.0,0.0,2.0,2.0,2019.0,0.0
122695,58649.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2019.0,0.0
122779,58681.0,3.0,2.0,2.0,0.0,17.0,0.0,1.0,2.0,2019.0,0.0
122783,58682.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2019.0,0.0
122921,57881.0,3.0,2.0,2.0,0.0,11.0,5.0,2.0,2.0,2019.0,27140.0
123737,58476.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2019.0,32820.0
123766,58487.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2019.0,32820.0
123771,58489.0,3.0,2.0,2.0,0.0,6.0,1.0,2.0,1.0,2019.0,32820.0
123817,58513.0,4.0,2.0,2.0,0.0,8.0,0.0,2.0,1.0,2019.0,32820.0
123830,58522.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2019.0,32820.0
123838,58525.0,3.0,2.0,2.0,0.0,16.0,0.0,2.0,2.0,2019.0,32820.0
124034,58814.0,3.0,2.0,2.0,0.0,9.0,0.0,1.0,1.0,2019.0,0.0
124214,58884.0,3.0,2.0,2.0,0.0,21.0,0.0,1.0,2.0,2019.0,0.0
124254,58898.0,3.0,2.0,2.0,0.0,48.0,0.0,1.0,2.0,2019.0,0.0
124313,58921.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2019.0,0.0
124391,58963.0,3.0,2.0,2.0,0.0,12.0,0.0,2.0,1.0,2019.0,0.0
124481,59373.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2019.0,0.0
124577,59425.0,3.0,2.0,2.0,0.0,4.0,3.0,1.0,2.0,2019.0,0.0
124614,59439.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2019.0,0.0
124650,59459.0,4.0,2.0,2.0,0.0,15.0,0.0,1.0,1.0,2019.0,0.0
124841,59961.0,3.0,2.0,2.0,0.0,2.0,5.0,2.0,1.0,2019.0,0.0
124861,59969.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,2019.0,0.0
124875,59978.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2019.0,0.0
125166,60336.0,4.0,2.0,2.0,0.0,10.0,0.0,1.0,1.0,2019.0,0.0
125180,60345.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2019.0,0.0
125682,59124.0,3.0,2.0,2.0,0.0,34.0,0.0,1.0,2.0,2019.0,22220.0
125785,59176.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2019.0,22220.0
125821,59196.0,4.0,2.0,1.0,1596.0,3.0,0.0,1.0,1.0,2019.0,22220.0
125991,59272.0,3.0,2.0,2.0,0.0,21.0,3.0,1.0,1.0,2019.0,22900.0
126139,59344.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2019.0,22900.0
126426,59641.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2019.0,30780.0
126456,59657.0,3.0,2.0,2.0,0.0,12.0,2.0,1.0,2.0,2019.0,30780.0
126460,59658.0,3.0,2.0,1.0,7344.0,16.0,0.0,2.0,2.0,2019.0,30780.0
126587,59731.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2019.0,30780.0
126633,59758.0,3.0,2.0,2.0,0.0,8.0,3.0,1.0,2.0,2019.0,30780.0
126759,59825.0,3.0,2.0,2.0,0.0,26.0,0.0,1.0,2.0,2019.0,30780.0
126818,59850.0,3.0,2.0,2.0,0.0,52.0,0.0,2.0,1.0,2019.0,30780.0
126965,59910.0,3.0,2.0,2.0,0.0,30.0,0.0,1.0,2.0,2019.0,30780.0
126977,59915.0,3.0,2.0,2.0,0.0,11.0,0.0,1.0,1.0,2019.0,30780.0
127030,59934.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2019.0,30780.0
127033,59935.0,3.0,2.0,2.0,0.0,99.0,0.0,2.0,2.0,2019.0,30780.0
127067,59947.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2019.0,30780.0
127161,60153.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,2019.0,38220.0
127292,60234.0,3.0,2.0,2.0,0.0,39.0,0.0,2.0,2.0,2019.0,38220.0
127570,60466.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2019.0,0.0
127687,60516.0,3.0,2.0,2.0,0.0,56.0,0.0,2.0,1.0,2019.0,0.0
127713,60529.0,3.0,2.0,2.0,0.0,26.0,0.0,1.0,2.0,2019.0,0.0
127878,60604.0,3.0,2.0,2.0,0.0,52.0,0.0,2.0,1.0,2019.0,0.0
127893,61034.0,3.0,2.0,2.0,0.0,6.0,19.0,2.0,2.0,2019.0,0.0
127903,61041.0,3.0,2.0,2.0,0.0,35.0,0.0,1.0,1.0,2019.0,0.0
127978,61088.0,3.0,2.0,2.0,0.0,12.0,19.0,2.0,1.0,2019.0,0.0
128006,61106.0,3.0,2.0,2.0,0.0,26.0,0.0,2.0,1.0,2019.0,0.0
128097,61154.0,3.0,2.0,2.0,0.0,60.0,0.0,1.0,1.0,2019.0,0.0
128435,61290.0,3.0,2.0,2.0,0.0,7.0,0.0,2.0,2.0,2019.0,0.0
128591,62403.0,3.0,2.0,2.0,0.0,19.0,0.0,2.0,1.0,2019.0,0.0
128662,62431.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2019.0,0.0
128683,62441.0,3.0,2.0,2.0,0.0,39.0,0.0,2.0,1.0,2019.0,0.0
128981,60717.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2019.0,12940.0
128985,60719.0,3.0,2.0,2.0,0.0,61.0,0.0,2.0,2.0,2019.0,12940.0
129010,60733.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,2019.0,12940.0
129121,60784.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2019.0,12940.0
129193,60826.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2019.0,12940.0
129196,60828.0,3.0,2.0,2.0,0.0,12.0,0.0,2.0,1.0,2019.0,12940.0
129257,60855.0,3.0,2.0,2.0,0.0,26.0,0.0,2.0,1.0,2019.0,12940.0
129259,60857.0,3.0,2.0,2.0,0.0,7.0,0.0,2.0,2.0,2019.0,12940.0
129454,60950.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2019.0,12940.0
129582,60996.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2019.0,12940.0
129733,61371.0,4.0,2.0,1.0,2786.0,1.0,0.0,2.0,2.0,2019.0,29180.0
129921,61458.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2019.0,29180.0
129947,61471.0,3.0,2.0,2.0,0.0,14.0,0.0,2.0,2.0,2019.0,29180.0
129956,61474.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2019.0,29180.0
129970,61480.0,3.0,2.0,2.0,0.0,8.0,0.0,2.0,2.0,2019.0,29180.0
129980,61484.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2019.0,29180.0
130025,61503.0,3.0,2.0,1.0,900.0,26.0,0.0,2.0,1.0,2019.0,29180.0
130139,61549.0,3.0,2.0,2.0,0.0,99.0,0.0,2.0,2.0,2019.0,29180.0
130244,61606.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,2.0,2019.0,29340.0
130263,61617.0,3.0,2.0,2.0,0.0,11.0,0.0,2.0,2.0,2019.0,29340.0
130324,61652.0,3.0,2.0,2.0,0.0,15.0,0.0,3.0,2.0,2019.0,29340.0
130356,61663.0,3.0,2.0,1.0,1000.0,17.0,0.0,2.0,1.0,2019.0,29340.0
130540,61750.0,3.0,2.0,2.0,0.0,13.0,0.0,2.0,2.0,2019.0,33740.0
130544,61751.0,3.0,2.0,2.0,0.0,9.0,10.0,2.0,1.0,2019.0,33740.0
131013,61970.0,3.0,2.0,2.0,0.0,35.0,0.0,2.0,2.0,2019.0,35380.0
131230,62122.0,4.0,2.0,2.0,0.0,8.0,0.0,7.0,2.0,2019.0,35380.0
131353,62194.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2019.0,35380.0
131367,62199.0,3.0,2.0,2.0,0.0,17.0,0.0,6.0,1.0,2019.0,35380.0
131396,62207.0,3.0,2.0,2.0,0.0,2.0,12.0,7.0,2.0,2019.0,35380.0
131476,62248.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2019.0,35380.0
131886,62531.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2019.0,43340.0
131889,62532.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2019.0,43340.0
131922,62545.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2019.0,43340.0
132206,62692.0,3.0,2.0,2.0,0.0,9.0,6.0,7.0,2.0,2019.0,43340.0
132310,62747.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,1.0,2019.0,0.0
132396,62780.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,2.0,2019.0,0.0
132473,62805.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2019.0,0.0
132681,62916.0,3.0,2.0,2.0,0.0,8.0,5.0,1.0,2.0,2019.0,0.0
132744,62943.0,4.0,2.0,2.0,0.0,16.0,0.0,1.0,1.0,2019.0,0.0
132788,62962.0,3.0,2.0,2.0,0.0,9.0,0.0,1.0,1.0,2019.0,0.0
132923,63027.0,3.0,2.0,2.0,0.0,5.0,0.0,1.0,2.0,2019.0,0.0
133130,63111.0,3.0,2.0,1.0,748.0,17.0,0.0,1.0,1.0,2019.0,0.0
133230,63144.0,3.0,2.0,2.0,0.0,56.0,0.0,1.0,1.0,2019.0,0.0
133340,63194.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2019.0,0.0
133475,63746.0,3.0,2.0,1.0,3042.0,8.0,0.0,7.0,1.0,2019.0,0.0
133689,63290.0,3.0,2.0,2.0,0.0,99.0,0.0,3.0,1.0,2019.0,36420.0
133766,63327.0,3.0,2.0,2.0,0.0,26.0,0.0,7.0,2.0,2019.0,36420.0
133911,63390.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2019.0,36420.0
133947,63407.0,3.0,2.0,2.0,0.0,26.0,0.0,2.0,1.0,2019.0,36420.0
133957,63412.0,3.0,2.0,2.0,0.0,7.0,0.0,2.0,2.0,2019.0,36420.0
133966,63419.0,3.0,2.0,2.0,0.0,13.0,0.0,8.0,2.0,2019.0,36420.0
134033,63449.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2019.0,36420.0
134152,63512.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2019.0,36420.0
134257,63559.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2019.0,36420.0
134443,63654.0,3.0,2.0,2.0,0.0,2.0,10.0,3.0,2.0,2019.0,36420.0
134453,63660.0,3.0,2.0,1.0,11200.0,22.0,0.0,1.0,1.0,2019.0,36420.0
134521,63686.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2019.0,36420.0
134525,63688.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2019.0,36420.0
134725,63835.0,3.0,2.0,2.0,0.0,30.0,0.0,1.0,1.0,2019.0,46140.0
134918,63924.0,3.0,2.0,2.0,0.0,2.0,6.0,1.0,1.0,2019.0,46140.0
134930,63929.0,3.0,2.0,2.0,0.0,4.0,6.0,1.0,2.0,2019.0,46140.0
134964,63948.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2019.0,46140.0
134980,63954.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2019.0,46140.0
135078,64007.0,3.0,2.0,2.0,0.0,27.0,0.0,2.0,1.0,2019.0,46140.0
135363,64121.0,3.0,2.0,2.0,0.0,61.0,0.0,1.0,2.0,2019.0,46140.0
135377,64126.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2019.0,46140.0
135665,64285.0,3.0,2.0,2.0,0.0,22.0,0.0,1.0,1.0,2019.0,0.0
135816,64358.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2019.0,0.0
135997,65087.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2019.0,0.0
136315,69612.0,3.0,2.0,2.0,0.0,26.0,2.0,1.0,2.0,2019.0,0.0
136456,69733.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2019.0,0.0
136761,64518.0,3.0,2.0,2.0,0.0,57.0,0.0,1.0,2.0,2019.0,11100.0
136801,64537.0,3.0,2.0,2.0,0.0,12.0,0.0,2.0,1.0,2019.0,12420.0
136871,64568.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2019.0,12420.0
136898,64583.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2019.0,12420.0
137036,64668.0,3.0,2.0,2.0,0.0,9.0,0.0,1.0,2.0,2019.0,12420.0
137214,64774.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2019.0,12420.0
137293,64806.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2019.0,12420.0
137388,64841.0,4.0,2.0,1.0,9000.0,1.0,0.0,1.0,1.0,2019.0,12420.0
137398,64843.0,3.0,2.0,2.0,0.0,1.0,5.0,2.0,1.0,2019.0,12420.0
137446,64864.0,3.0,2.0,2.0,0.0,34.0,0.0,1.0,2.0,2019.0,12420.0
137499,64888.0,3.0,2.0,2.0,0.0,9.0,0.0,1.0,1.0,2019.0,12420.0
137543,64905.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2019.0,12420.0
137725,64976.0,3.0,2.0,1.0,5500.0,52.0,0.0,2.0,2.0,2019.0,13140.0
137827,65021.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2019.0,13140.0
137935,65121.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,2019.0,15180.0
138097,65195.0,3.0,2.0,2.0,0.0,2.0,15.0,4.0,1.0,2019.0,17780.0
138208,65252.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2019.0,18580.0
138350,65314.0,3.0,2.0,2.0,0.0,99.0,14.0,1.0,1.0,2019.0,18580.0
138387,65330.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,2.0,2019.0,19100.0
138442,65351.0,3.0,2.0,1.0,8000.0,20.0,0.0,1.0,2.0,2019.0,19100.0
138755,65491.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2019.0,19100.0
138775,65496.0,3.0,2.0,2.0,0.0,5.0,0.0,15.0,2.0,2019.0,19100.0
138862,65534.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2019.0,19100.0
139031,65610.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2019.0,19100.0
139187,65680.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2019.0,19100.0
139208,65687.0,3.0,2.0,1.0,3045.0,11.0,0.0,1.0,2.0,2019.0,19100.0
139270,65708.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2019.0,19100.0
139551,65852.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,2.0,2019.0,19100.0
139630,65886.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,1.0,2019.0,19100.0
139686,65903.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2019.0,19100.0
139796,65951.0,3.0,2.0,1.0,1500.0,12.0,0.0,2.0,2.0,2019.0,19100.0
139918,66003.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2019.0,19100.0
140142,66083.0,3.0,2.0,2.0,0.0,17.0,2.0,1.0,2.0,2019.0,19100.0
140170,66098.0,4.0,2.0,2.0,0.0,37.0,0.0,1.0,2.0,2019.0,19100.0
140195,66108.0,3.0,2.0,2.0,0.0,3.0,11.0,1.0,2.0,2019.0,19100.0
140201,66111.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,2019.0,19100.0
140309,66170.0,3.0,2.0,2.0,0.0,13.0,0.0,1.0,1.0,2019.0,19100.0
140340,66177.0,3.0,2.0,2.0,0.0,6.0,4.0,1.0,2.0,2019.0,19100.0
140723,66356.0,4.0,2.0,2.0,0.0,1.0,19.0,1.0,2.0,2019.0,19100.0
140936,66454.0,3.0,2.0,2.0,0.0,4.0,0.0,16.0,2.0,2019.0,19100.0
141020,66491.0,3.0,2.0,2.0,0.0,5.0,0.0,1.0,2.0,2019.0,19100.0
141066,66510.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2019.0,19100.0
141114,66530.0,4.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,2019.0,19100.0
141303,66632.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2019.0,19100.0
141443,66684.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2019.0,19100.0
141563,66728.0,3.0,2.0,2.0,0.0,22.0,0.0,1.0,2.0,2019.0,19100.0
141650,66757.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2019.0,19100.0
141759,66813.0,3.0,2.0,2.0,0.0,2.0,10.0,1.0,1.0,2019.0,21340.0
141764,66816.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2019.0,21340.0
141797,66829.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2019.0,21340.0
141808,66833.0,3.0,2.0,2.0,0.0,24.0,0.0,1.0,1.0,2019.0,21340.0
141810,66835.0,3.0,2.0,1.0,500.0,99.0,0.0,3.0,1.0,2019.0,21340.0
141965,66905.0,3.0,2.0,2.0,0.0,6.0,2.0,1.0,2.0,2019.0,21340.0
141972,66907.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,2.0,2019.0,21340.0
142161,66989.0,3.0,2.0,2.0,0.0,26.0,0.0,4.0,1.0,2019.0,26420.0
142245,67032.0,3.0,2.0,2.0,0.0,3.0,5.0,1.0,1.0,2019.0,26420.0
142281,67045.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2019.0,26420.0
142367,67083.0,3.0,2.0,2.0,0.0,14.0,0.0,1.0,2.0,2019.0,26420.0
142491,67133.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2019.0,26420.0
142502,67138.0,3.0,2.0,1.0,1500.0,16.0,0.0,1.0,1.0,2019.0,26420.0
142624,67179.0,3.0,2.0,2.0,0.0,30.0,0.0,1.0,1.0,2019.0,26420.0
142719,67238.0,3.0,2.0,1.0,5664.0,30.0,0.0,1.0,2.0,2019.0,26420.0
142730,67243.0,3.0,2.0,2.0,0.0,11.0,0.0,1.0,2.0,2019.0,26420.0
142754,67253.0,3.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,2019.0,26420.0
142755,67254.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2019.0,26420.0
142952,67340.0,3.0,2.0,2.0,0.0,43.0,9.0,4.0,1.0,2019.0,26420.0
143011,67380.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,2.0,2019.0,26420.0
143029,67387.0,4.0,2.0,2.0,0.0,69.0,0.0,2.0,1.0,2019.0,26420.0
143032,67389.0,4.0,2.0,2.0,0.0,6.0,2.0,1.0,1.0,2019.0,26420.0
143230,67504.0,3.0,2.0,2.0,0.0,16.0,0.0,1.0,1.0,2019.0,26420.0
143258,67518.0,3.0,2.0,2.0,0.0,10.0,0.0,1.0,2.0,2019.0,26420.0
143425,67590.0,3.0,2.0,2.0,0.0,43.0,0.0,1.0,1.0,2019.0,26420.0
143565,67651.0,3.0,2.0,1.0,10244.0,16.0,0.0,1.0,2.0,2019.0,26420.0
